iso_code,date,vaccine_name,total_vaccinations
AUT,2022/5/27,Pfizer/BioNTech,14913248
AUT,2022/6/3,Johnson&Johnson,367971
AUT,2022/6/3,Moderna,1606041
AUT,2022/6/3,Novavax,9589
AUT,2022/6/3,Oxford/AstraZeneca,1593108
AUT,2022/6/3,Pfizer/BioNTech,14933847
AUT,2022/6/10,Johnson&Johnson,368015
AUT,2022/6/10,Moderna,1606830
AUT,2022/6/10,Novavax,9932
AUT,2022/6/10,Oxford/AstraZeneca,1593110
AUT,2022/6/10,Pfizer/BioNTech,14952931
AUT,2022/6/17,Johnson&Johnson,368057
AUT,2022/6/17,Moderna,1607894
AUT,2022/6/17,Novavax,10142
AUT,2022/6/17,Oxford/AstraZeneca,1593115
AUT,2022/6/17,Pfizer/BioNTech,14973119
AUT,2022/6/24,Johnson&Johnson,368106
AUT,2022/6/24,Moderna,1609523
AUT,2022/6/24,Novavax,10438
AUT,2022/6/24,Oxford/AstraZeneca,1593118
AUT,2022/6/24,Pfizer/BioNTech,15006024
AUT,2022/7/1,Johnson&Johnson,368158
AUT,2022/7/1,Moderna,1612024
AUT,2022/7/1,Novavax,10750
AUT,2022/7/1,Oxford/AstraZeneca,1593126
AUT,2022/7/1,Pfizer/BioNTech,15053729
AUT,2022/7/8,Johnson&Johnson,368182
AUT,2022/7/8,Moderna,1614997
AUT,2022/7/8,Novavax,11118
AUT,2022/7/8,Oxford/AstraZeneca,1593128
AUT,2022/7/8,Pfizer/BioNTech,15117349
AUT,2022/7/15,Johnson&Johnson,368215
AUT,2022/7/15,Moderna,1618580
AUT,2022/7/15,Novavax,11530
AUT,2022/7/15,Oxford/AstraZeneca,1593130
AUT,2022/7/15,Pfizer/BioNTech,15185187
AUT,2022/7/22,Johnson&Johnson,368248
AUT,2022/7/22,Moderna,1621369
AUT,2022/7/22,Novavax,11914
AUT,2022/7/22,Oxford/AstraZeneca,1593133
AUT,2022/7/22,Pfizer/BioNTech,15242039
AUT,2022/7/29,Johnson&Johnson,368273
AUT,2022/7/29,Moderna,1623905
AUT,2022/7/29,Novavax,12324
AUT,2022/7/29,Oxford/AstraZeneca,1593139
AUT,2022/7/29,Pfizer/BioNTech,15291113
AUT,2022/8/5,Johnson&Johnson,368289
AUT,2022/8/5,Moderna,1626350
AUT,2022/8/5,Novavax,12544
AUT,2022/8/5,Oxford/AstraZeneca,1593146
AUT,2022/8/5,Pfizer/BioNTech,15330211
AUT,2022/8/12,Johnson&Johnson,368313
AUT,2022/8/12,Moderna,1628332
AUT,2022/8/12,Novavax,12746
AUT,2022/8/12,Oxford/AstraZeneca,1593148
AUT,2022/8/12,Pfizer/BioNTech,15369201
AUT,2022/8/19,Johnson&Johnson,368325
AUT,2022/8/19,Moderna,1630679
AUT,2022/8/19,Novavax,12966
AUT,2022/8/19,Pfizer/BioNTech,15407054
AUT,2022/8/26,Johnson&Johnson,368335
AUT,2022/8/26,Moderna,1633121
AUT,2022/8/26,Novavax,13231
AUT,2022/8/26,Oxford/AstraZeneca,1593151
AUT,2022/8/26,Pfizer/BioNTech,15451641
AUT,2022/8/26,Valneva,25
AUT,2022/9/2,Johnson&Johnson,368361
AUT,2022/9/2,Moderna,1636372
AUT,2022/9/2,Novavax,13459
AUT,2022/9/2,Oxford/AstraZeneca,1593152
AUT,2022/9/2,Pfizer/BioNTech,15503326
AUT,2022/9/2,Valneva,164
AUT,2022/9/9,Johnson&Johnson,368372
AUT,2022/9/9,Moderna,1640081
AUT,2022/9/9,Novavax,13719
AUT,2022/9/9,Oxford/AstraZeneca,1593156
AUT,2022/9/9,Pfizer/BioNTech,15561833
AUT,2022/9/9,Valneva,276
AUT,2022/9/16,Johnson&Johnson,368381
AUT,2022/9/16,Moderna,1643093
AUT,2022/9/16,Novavax,13984
AUT,2022/9/16,Oxford/AstraZeneca,1593159
AUT,2022/9/16,Pfizer/BioNTech,15615351
AUT,2022/9/16,Valneva,373
AUT,2022/9/23,Johnson&Johnson,368403
AUT,2022/9/23,Moderna,1646131
AUT,2022/9/23,Novavax,14193
AUT,2022/9/23,Pfizer/BioNTech,15668221
AUT,2022/9/23,Valneva,466
AUT,2022/9/30,Johnson&Johnson,368408
AUT,2022/9/30,Moderna,1648002
AUT,2022/9/30,Novavax,14438
AUT,2022/9/30,Pfizer/BioNTech,15752794
AUT,2022/9/30,Valneva,611
AUT,2022/10/7,Johnson&Johnson,368422
AUT,2022/10/7,Moderna,1650000
AUT,2022/10/7,Novavax,14495
AUT,2022/10/7,Oxford/AstraZeneca,1593162
AUT,2022/10/7,Pfizer/BioNTech,15862693
AUT,2022/10/7,Valneva,777
AUT,2022/10/14,Johnson&Johnson,368434
AUT,2022/10/14,Moderna,1651570
AUT,2022/10/14,Novavax,14538
AUT,2022/10/14,Pfizer/BioNTech,15983470
AUT,2022/10/14,Valneva,944
AUT,2022/10/21,Johnson&Johnson,368445
AUT,2022/10/21,Moderna,1653264
AUT,2022/10/21,Novavax,14568
AUT,2022/10/21,Oxford/AstraZeneca,1593164
AUT,2022/10/21,Pfizer/BioNTech,16101593
AUT,2022/10/21,Valneva,1093
AUT,2022/10/28,Johnson&Johnson,368451
AUT,2022/10/28,Moderna,1654461
AUT,2022/10/28,Novavax,14595
AUT,2022/10/28,Oxford/AstraZeneca,1593175
AUT,2022/10/28,Pfizer/BioNTech,16172698
AUT,2022/10/28,Valneva,1209
AUT,2022/11/4,Johnson&Johnson,368458
AUT,2022/11/4,Moderna,1655585
AUT,2022/11/4,Novavax,14628
AUT,2022/11/4,Oxford/AstraZeneca,1593197
AUT,2022/11/4,Pfizer/BioNTech,16244168
AUT,2022/11/4,Valneva,1327
AUT,2022/11/11,Johnson&Johnson,368470
AUT,2022/11/11,Moderna,1656936
AUT,2022/11/11,Novavax,14647
AUT,2022/11/11,Oxford/AstraZeneca,1593200
AUT,2022/11/11,Pfizer/BioNTech,16334934
AUT,2022/11/11,Valneva,1491
AUT,2022/11/18,Johnson&Johnson,368482
AUT,2022/11/18,Moderna,1658149
AUT,2022/11/18,Novavax,14674
AUT,2022/11/18,Oxford/AstraZeneca,1593219
AUT,2022/11/18,Pfizer/BioNTech,16418653
AUT,2022/11/18,Valneva,1614
AUT,2022/11/25,Johnson&Johnson,368488
AUT,2022/11/25,Moderna,1659365
AUT,2022/11/25,Novavax,14688
AUT,2022/11/25,Oxford/AstraZeneca,1593223
AUT,2022/11/25,Pfizer/BioNTech,16492341
AUT,2022/11/25,Valneva,1712
AUT,2022/12/2,Johnson&Johnson,368504
AUT,2022/12/2,Moderna,1660428
AUT,2022/12/2,Novavax,14698
AUT,2022/12/2,Oxford/AstraZeneca,1593225
AUT,2022/12/2,Pfizer/BioNTech,16563695
AUT,2022/12/2,Valneva,1821
AUT,2022/12/9,Johnson&Johnson,368512
AUT,2022/12/9,Moderna,1661214
AUT,2022/12/9,Novavax,14724
AUT,2022/12/9,Pfizer/BioNTech,16613090
AUT,2022/12/9,Valneva,1912
AUT,2022/12/16,Johnson&Johnson,368514
AUT,2022/12/16,Moderna,1661935
AUT,2022/12/16,Novavax,14744
AUT,2022/12/16,Oxford/AstraZeneca,1593228
AUT,2022/12/16,Pfizer/BioNTech,16666000
AUT,2022/12/16,Valneva,1993
AUT,2022/12/23,Johnson&Johnson,368517
AUT,2022/12/23,Moderna,1662270
AUT,2022/12/23,Novavax,14770
AUT,2022/12/23,Oxford/AstraZeneca,1593230
AUT,2022/12/23,Pfizer/BioNTech,16689529
AUT,2022/12/23,Sanofi/GSK,28
AUT,2022/12/23,Valneva,2036
AUT,2022/12/30,Johnson&Johnson,368520
AUT,2022/12/30,Moderna,1662465
AUT,2022/12/30,Novavax,14784
AUT,2022/12/30,Oxford/AstraZeneca,1593231
AUT,2022/12/30,Pfizer/BioNTech,16701018
AUT,2022/12/30,Sanofi/GSK,42
AUT,2022/12/30,Valneva,2062
AUT,2023/1/6,Johnson&Johnson,368527
AUT,2023/1/6,Moderna,1662675
AUT,2023/1/6,Novavax,14812
AUT,2023/1/6,Oxford/AstraZeneca,1593232
AUT,2023/1/6,Pfizer/BioNTech,16714544
AUT,2023/1/6,Sanofi/GSK,50
AUT,2023/1/6,Valneva,2085
AUT,2023/1/13,Johnson&Johnson,368528
AUT,2023/1/13,Moderna,1663072
AUT,2023/1/13,Novavax,14835
AUT,2023/1/13,Oxford/AstraZeneca,1593233
AUT,2023/1/13,Pfizer/BioNTech,16733091
AUT,2023/1/13,Sanofi/GSK,65
AUT,2023/1/13,Valneva,2119
AUT,2023/1/20,Johnson&Johnson,368531
AUT,2023/1/20,Moderna,1663450
AUT,2023/1/20,Novavax,14849
AUT,2023/1/20,Oxford/AstraZeneca,1593239
AUT,2023/1/20,Pfizer/BioNTech,16747022
AUT,2023/1/20,Sanofi/GSK,91
AUT,2023/1/20,Valneva,2142
AUT,2023/1/27,Moderna,1663744
AUT,2023/1/27,Novavax,14871
AUT,2023/1/27,Oxford/AstraZeneca,1593242
AUT,2023/1/27,Pfizer/BioNTech,16757269
AUT,2023/1/27,Sanofi/GSK,123
AUT,2023/1/27,Valneva,2157
AUT,2023/2/3,Johnson&Johnson,368536
AUT,2023/2/3,Moderna,1664028
AUT,2023/2/3,Novavax,14900
AUT,2023/2/3,Oxford/AstraZeneca,1593245
AUT,2023/2/3,Pfizer/BioNTech,16765323
AUT,2023/2/3,Sanofi/GSK,145
AUT,2023/2/3,Valneva,2162
AUT,2023/2/10,Moderna,1664293
AUT,2023/2/10,Novavax,14910
AUT,2023/2/10,Pfizer/BioNTech,16771194
AUT,2023/2/10,Sanofi/GSK,157
AUT,2023/2/10,Valneva,2170
AUT,2023/2/17,Moderna,1664535
AUT,2023/2/17,Novavax,14924
AUT,2023/2/17,Oxford/AstraZeneca,1593246
AUT,2023/2/17,Pfizer/BioNTech,16776467
AUT,2023/2/17,Sanofi/GSK,162
AUT,2023/2/17,Valneva,2180
AUT,2023/2/24,Moderna,1664753
AUT,2023/2/24,Novavax,14932
AUT,2023/2/24,Oxford/AstraZeneca,1593247
AUT,2023/2/24,Pfizer/BioNTech,16781021
AUT,2023/2/24,Sanofi/GSK,167
AUT,2023/2/24,Valneva,2185
AUT,2023/3/3,Johnson&Johnson,368537
AUT,2023/3/3,Moderna,1665161
AUT,2023/3/3,Novavax,14940
AUT,2023/3/3,Pfizer/BioNTech,16787559
AUT,2023/3/3,Sanofi/GSK,178
AUT,2023/3/3,Valneva,2187
AUT,2023/3/10,Moderna,1665307
AUT,2023/3/10,Novavax,14952
AUT,2023/3/10,Pfizer/BioNTech,16791400
AUT,2023/3/10,Sanofi/GSK,184
AUT,2023/3/10,Valneva,2196
AUT,2023/3/17,Johnson&Johnson,368539
AUT,2023/3/17,Moderna,1665441
AUT,2023/3/17,Novavax,14965
AUT,2023/3/17,Oxford/AstraZeneca,1593248
AUT,2023/3/17,Pfizer/BioNTech,16794805
AUT,2023/3/17,Sanofi/GSK,191
AUT,2023/3/17,Valneva,2199
AUT,2023/3/24,Moderna,1665598
AUT,2023/3/24,Novavax,14978
AUT,2023/3/24,Pfizer/BioNTech,16797803
AUT,2023/3/24,Sanofi/GSK,203
AUT,2023/3/24,Valneva,2209
AUT,2023/3/31,Johnson&Johnson,368540
AUT,2023/3/31,Moderna,1665728
AUT,2023/3/31,Novavax,14985
AUT,2023/3/31,Oxford/AstraZeneca,1593249
AUT,2023/3/31,Pfizer/BioNTech,16800742
AUT,2023/3/31,Sanofi/GSK,238
AUT,2023/3/31,Valneva,2214
AUT,2023/4/7,Moderna,1665784
AUT,2023/4/7,Novavax,14992
AUT,2023/4/7,Oxford/AstraZeneca,1593250
AUT,2023/4/7,Pfizer/BioNTech,16802311
AUT,2023/4/7,Sanofi/GSK,247
AUT,2023/4/7,Valneva,2218
AUT,2023/4/14,Moderna,1665834
AUT,2023/4/14,Novavax,15001
AUT,2023/4/14,Pfizer/BioNTech,16803753
AUT,2023/4/14,Sanofi/GSK,266
AUT,2023/4/14,Valneva,2223
AUT,2023/4/21,Moderna,1665896
AUT,2023/4/21,Novavax,15010
AUT,2023/4/21,Oxford/AstraZeneca,1593251
AUT,2023/4/21,Pfizer/BioNTech,16805647
AUT,2023/4/21,Sanofi/GSK,279
AUT,2023/4/21,Valneva,2231
AUT,2023/4/28,Johnson&Johnson,368542
AUT,2023/4/28,Moderna,1665951
AUT,2023/4/28,Novavax,15020
AUT,2023/4/28,Pfizer/BioNTech,16807403
AUT,2023/4/28,Sanofi/GSK,280
AUT,2023/4/28,Valneva,2232
AUT,2023/5/5,Moderna,1665976
AUT,2023/5/5,Novavax,15026
AUT,2023/5/5,Pfizer/BioNTech,16808437
AUT,2023/5/5,Valneva,2238
AUT,2023/5/12,Moderna,1666002
AUT,2023/5/12,Novavax,15035
AUT,2023/5/12,Pfizer/BioNTech,16809481
AUT,2023/5/12,Sanofi/GSK,288
AUT,2023/5/12,Valneva,2241
AUT,2023/5/19,Moderna,1666021
AUT,2023/5/19,Novavax,15041
AUT,2023/5/19,Pfizer/BioNTech,16810116
AUT,2023/5/19,Sanofi/GSK,302
AUT,2023/5/19,Valneva,2242
AUT,2023/5/26,Moderna,1666040
AUT,2023/5/26,Novavax,15054
AUT,2023/5/26,Pfizer/BioNTech,16810993
AUT,2023/5/26,Sanofi/GSK,313
AUT,2023/5/26,Valneva,2246
AUT,2023/6/2,Johnson&Johnson,368543
AUT,2023/6/2,Moderna,1666066
AUT,2023/6/2,Novavax,15057
AUT,2023/6/2,Pfizer/BioNTech,16811595
AUT,2023/6/2,Sanofi/GSK,315
AUT,2023/6/2,Valneva,2251
AUT,2023/6/9,Johnson&Johnson,368544
AUT,2023/6/9,Moderna,1666081
AUT,2023/6/9,Novavax,15060
AUT,2023/6/9,Pfizer/BioNTech,16812105
AUT,2023/6/9,Sanofi/GSK,329
AUT,2023/6/9,Valneva,2254
AUT,2023/6/16,Moderna,1666090
AUT,2023/6/16,Novavax,15066
AUT,2023/6/16,Pfizer/BioNTech,16812665
AUT,2023/6/16,Sanofi/GSK,347
AUT,2023/6/16,Valneva,2256
AUT,2023/6/23,Moderna,1666105
AUT,2023/6/23,Novavax,15069
AUT,2023/6/23,Oxford/AstraZeneca,1593252
AUT,2023/6/23,Pfizer/BioNTech,16813047
AUT,2023/6/23,Sanofi/GSK,349
AUT,2023/6/23,Valneva,2257
AUT,2023/6/30,Moderna,1666123
AUT,2023/6/30,Novavax,15073
AUT,2023/6/30,Oxford/AstraZeneca,1593253
AUT,2023/6/30,Pfizer/BioNTech,16813415
AUT,2023/6/30,Sanofi/GSK,351
BEL,2021/1/8,Johnson&Johnson,0
BEL,2021/1/8,Moderna,0
BEL,2021/1/8,Novavax,0
BEL,2021/1/8,Oxford/AstraZeneca,0
BEL,2021/1/8,Pfizer/BioNTech,28374
BEL,2021/1/15,Moderna,66
BEL,2021/1/15,Pfizer/BioNTech,127725
BEL,2021/1/22,Moderna,4582
BEL,2021/1/22,Pfizer/BioNTech,246780
BEL,2021/1/29,Moderna,6322
BEL,2021/1/29,Pfizer/BioNTech,337674
BEL,2021/2/5,Moderna,16209
BEL,2021/2/5,Pfizer/BioNTech,467594
BEL,2021/2/12,Moderna,25915
BEL,2021/2/12,Oxford/AstraZeneca,440
BEL,2021/2/12,Pfizer/BioNTech,604627
BEL,2021/2/19,Moderna,30789
BEL,2021/2/19,Oxford/AstraZeneca,11180
BEL,2021/2/19,Pfizer/BioNTech,706514
BEL,2021/2/26,Moderna,33352
BEL,2021/2/26,Oxford/AstraZeneca,46071
BEL,2021/2/26,Pfizer/BioNTech,796080
BEL,2021/3/5,Moderna,52375
BEL,2021/3/5,Oxford/AstraZeneca,111289
BEL,2021/3/5,Pfizer/BioNTech,886185
BEL,2021/3/12,Moderna,68484
BEL,2021/3/12,Oxford/AstraZeneca,193093
BEL,2021/3/12,Pfizer/BioNTech,983650
BEL,2021/3/19,Moderna,91131
BEL,2021/3/19,Oxford/AstraZeneca,353085
BEL,2021/3/19,Pfizer/BioNTech,1095104
BEL,2021/3/26,Moderna,101655
BEL,2021/3/26,Oxford/AstraZeneca,464469
BEL,2021/3/26,Pfizer/BioNTech,1293033
BEL,2021/4/2,Moderna,129758
BEL,2021/4/2,Oxford/AstraZeneca,524983
BEL,2021/4/2,Pfizer/BioNTech,1553154
BEL,2021/4/9,Moderna,177310
BEL,2021/4/9,Oxford/AstraZeneca,605101
BEL,2021/4/9,Pfizer/BioNTech,1872878
BEL,2021/4/16,Moderna,212282
BEL,2021/4/16,Oxford/AstraZeneca,786298
BEL,2021/4/16,Pfizer/BioNTech,2151687
BEL,2021/4/23,Moderna,264065
BEL,2021/4/23,Oxford/AstraZeneca,843706
BEL,2021/4/23,Pfizer/BioNTech,2470456
BEL,2021/4/30,Johnson&Johnson,3173
BEL,2021/4/30,Moderna,291475
BEL,2021/4/30,Oxford/AstraZeneca,909667
BEL,2021/4/30,Pfizer/BioNTech,2828326
BEL,2021/5/7,Johnson&Johnson,24437
BEL,2021/5/7,Moderna,349746
BEL,2021/5/7,Oxford/AstraZeneca,1013143
BEL,2021/5/7,Pfizer/BioNTech,3382756
BEL,2021/5/14,Johnson&Johnson,30469
BEL,2021/5/14,Moderna,404762
BEL,2021/5/14,Oxford/AstraZeneca,1106785
BEL,2021/5/14,Pfizer/BioNTech,3836761
BEL,2021/5/21,Johnson&Johnson,51470
BEL,2021/5/21,Moderna,507193
BEL,2021/5/21,Oxford/AstraZeneca,1374257
BEL,2021/5/21,Pfizer/BioNTech,4208467
BEL,2021/5/28,Johnson&Johnson,75629
BEL,2021/5/28,Moderna,582029
BEL,2021/5/28,Oxford/AstraZeneca,1474817
BEL,2021/5/28,Pfizer/BioNTech,4653223
BEL,2021/6/4,Johnson&Johnson,99790
BEL,2021/6/4,Moderna,658809
BEL,2021/6/4,Oxford/AstraZeneca,1578836
BEL,2021/6/4,Pfizer/BioNTech,5355864
BEL,2021/6/11,Johnson&Johnson,146486
BEL,2021/6/11,Moderna,745661
BEL,2021/6/11,Oxford/AstraZeneca,1766914
BEL,2021/6/11,Pfizer/BioNTech,6112066
BEL,2021/6/18,Johnson&Johnson,216309
BEL,2021/6/18,Moderna,852786
BEL,2021/6/18,Oxford/AstraZeneca,1902424
BEL,2021/6/18,Pfizer/BioNTech,6833953
BEL,2021/6/25,Johnson&Johnson,249382
BEL,2021/6/25,Moderna,966199
BEL,2021/6/25,Oxford/AstraZeneca,1972257
BEL,2021/6/25,Pfizer/BioNTech,7530606
BEL,2021/7/2,Johnson&Johnson,275379
BEL,2021/7/2,Moderna,1050511
BEL,2021/7/2,Oxford/AstraZeneca,2072799
BEL,2021/7/2,Pfizer/BioNTech,8046324
BEL,2021/7/9,Johnson&Johnson,291627
BEL,2021/7/9,Moderna,1113037
BEL,2021/7/9,Oxford/AstraZeneca,2300478
BEL,2021/7/9,Pfizer/BioNTech,8614615
BEL,2021/7/16,Johnson&Johnson,311009
BEL,2021/7/16,Moderna,1169181
BEL,2021/7/16,Oxford/AstraZeneca,2455415
BEL,2021/7/16,Pfizer/BioNTech,9190543
BEL,2021/7/23,Johnson&Johnson,322266
BEL,2021/7/23,Moderna,1223620
BEL,2021/7/23,Oxford/AstraZeneca,2562051
BEL,2021/7/23,Pfizer/BioNTech,9833822
BEL,2021/7/30,Johnson&Johnson,332152
BEL,2021/7/30,Moderna,1255675
BEL,2021/7/30,Oxford/AstraZeneca,2653873
BEL,2021/7/30,Pfizer/BioNTech,10479914
BEL,2021/8/6,Johnson&Johnson,341916
BEL,2021/8/6,Moderna,1280451
BEL,2021/8/6,Oxford/AstraZeneca,2714757
BEL,2021/8/6,Pfizer/BioNTech,10998631
BEL,2021/8/13,Johnson&Johnson,349598
BEL,2021/8/13,Moderna,1299362
BEL,2021/8/13,Oxford/AstraZeneca,2828072
BEL,2021/8/13,Pfizer/BioNTech,11256015
BEL,2021/8/20,Johnson&Johnson,356089
BEL,2021/8/20,Moderna,1312184
BEL,2021/8/20,Oxford/AstraZeneca,2837896
BEL,2021/8/20,Pfizer/BioNTech,11485958
BEL,2021/8/27,Johnson&Johnson,362133
BEL,2021/8/27,Moderna,1321249
BEL,2021/8/27,Oxford/AstraZeneca,2841656
BEL,2021/8/27,Pfizer/BioNTech,11717384
BEL,2021/9/3,Johnson&Johnson,368364
BEL,2021/9/3,Moderna,1332023
BEL,2021/9/3,Oxford/AstraZeneca,2844293
BEL,2021/9/3,Pfizer/BioNTech,11865896
BEL,2021/9/10,Johnson&Johnson,373517
BEL,2021/9/10,Moderna,1339644
BEL,2021/9/10,Oxford/AstraZeneca,2845474
BEL,2021/9/10,Pfizer/BioNTech,11949623
BEL,2021/9/17,Johnson&Johnson,380324
BEL,2021/9/17,Moderna,1347125
BEL,2021/9/17,Oxford/AstraZeneca,2846532
BEL,2021/9/17,Pfizer/BioNTech,12031169
BEL,2021/9/24,Johnson&Johnson,387440
BEL,2021/9/24,Moderna,1352493
BEL,2021/9/24,Oxford/AstraZeneca,2847242
BEL,2021/9/24,Pfizer/BioNTech,12162464
BEL,2021/10/1,Johnson&Johnson,392679
BEL,2021/10/1,Moderna,1360242
BEL,2021/10/1,Oxford/AstraZeneca,2847724
BEL,2021/10/1,Pfizer/BioNTech,12320862
BEL,2021/10/8,Johnson&Johnson,396825
BEL,2021/10/8,Moderna,1363543
BEL,2021/10/8,Oxford/AstraZeneca,2847966
BEL,2021/10/8,Pfizer/BioNTech,12505004
BEL,2021/10/15,Johnson&Johnson,401043
BEL,2021/10/15,Moderna,1367762
BEL,2021/10/15,Oxford/AstraZeneca,2848193
BEL,2021/10/15,Pfizer/BioNTech,12693309
BEL,2021/10/22,Johnson&Johnson,404960
BEL,2021/10/22,Moderna,1372724
BEL,2021/10/22,Oxford/AstraZeneca,2848377
BEL,2021/10/22,Pfizer/BioNTech,12837816
BEL,2021/10/29,Johnson&Johnson,409463
BEL,2021/10/29,Moderna,1377650
BEL,2021/10/29,Oxford/AstraZeneca,2848530
BEL,2021/10/29,Pfizer/BioNTech,12998748
BEL,2021/11/5,Johnson&Johnson,413856
BEL,2021/11/5,Moderna,1385131
BEL,2021/11/5,Oxford/AstraZeneca,2848610
BEL,2021/11/5,Pfizer/BioNTech,13119321
BEL,2021/11/12,Johnson&Johnson,417676
BEL,2021/11/12,Moderna,1396287
BEL,2021/11/12,Oxford/AstraZeneca,2848698
BEL,2021/11/12,Pfizer/BioNTech,13265249
BEL,2021/11/19,Johnson&Johnson,420056
BEL,2021/11/19,Moderna,1422247
BEL,2021/11/19,Oxford/AstraZeneca,2848798
BEL,2021/11/19,Pfizer/BioNTech,13560921
BEL,2021/11/26,Johnson&Johnson,422063
BEL,2021/11/26,Moderna,1512625
BEL,2021/11/26,Oxford/AstraZeneca,2848871
BEL,2021/11/26,Pfizer/BioNTech,13976892
BEL,2021/12/3,Johnson&Johnson,423272
BEL,2021/12/3,Moderna,1610337
BEL,2021/12/3,Oxford/AstraZeneca,2848926
BEL,2021/12/3,Pfizer/BioNTech,14488830
BEL,2021/12/10,Johnson&Johnson,424149
BEL,2021/12/10,Moderna,1684067
BEL,2021/12/10,Oxford/AstraZeneca,2848961
BEL,2021/12/10,Pfizer/BioNTech,15056460
BEL,2021/12/17,Johnson&Johnson,425159
BEL,2021/12/17,Moderna,1807612
BEL,2021/12/17,Oxford/AstraZeneca,2849001
BEL,2021/12/17,Pfizer/BioNTech,15665723
BEL,2021/12/24,Johnson&Johnson,425583
BEL,2021/12/24,Moderna,2143538
BEL,2021/12/24,Oxford/AstraZeneca,2849047
BEL,2021/12/24,Pfizer/BioNTech,15978604
BEL,2021/12/31,Johnson&Johnson,425875
BEL,2021/12/31,Moderna,2349663
BEL,2021/12/31,Oxford/AstraZeneca,2849062
BEL,2021/12/31,Pfizer/BioNTech,16092935
BEL,2022/1/7,Johnson&Johnson,426215
BEL,2022/1/7,Moderna,3008677
BEL,2022/1/7,Oxford/AstraZeneca,2849089
BEL,2022/1/7,Pfizer/BioNTech,16315337
BEL,2022/1/14,Johnson&Johnson,426583
BEL,2022/1/14,Moderna,3568692
BEL,2022/1/14,Oxford/AstraZeneca,2849107
BEL,2022/1/14,Pfizer/BioNTech,16540655
BEL,2022/1/21,Johnson&Johnson,426906
BEL,2022/1/21,Moderna,3898384
BEL,2022/1/21,Oxford/AstraZeneca,2849123
BEL,2022/1/21,Pfizer/BioNTech,16705849
BEL,2022/1/28,Johnson&Johnson,427159
BEL,2022/1/28,Moderna,4069071
BEL,2022/1/28,Oxford/AstraZeneca,2849148
BEL,2022/1/28,Pfizer/BioNTech,16835488
BEL,2022/2/4,Johnson&Johnson,427307
BEL,2022/2/4,Moderna,4170052
BEL,2022/2/4,Oxford/AstraZeneca,2849176
BEL,2022/2/4,Pfizer/BioNTech,16958853
BEL,2022/2/11,Johnson&Johnson,427423
BEL,2022/2/11,Moderna,4227095
BEL,2022/2/11,Oxford/AstraZeneca,2849196
BEL,2022/2/11,Pfizer/BioNTech,17145665
BEL,2022/2/18,Johnson&Johnson,427506
BEL,2022/2/18,Moderna,4256923
BEL,2022/2/18,Oxford/AstraZeneca,2849208
BEL,2022/2/18,Pfizer/BioNTech,17318157
BEL,2022/2/25,Johnson&Johnson,427626
BEL,2022/2/25,Moderna,4275948
BEL,2022/2/25,Oxford/AstraZeneca,2849217
BEL,2022/2/25,Pfizer/BioNTech,17496413
BEL,2022/3/4,Johnson&Johnson,427730
BEL,2022/3/4,Moderna,4282094
BEL,2022/3/4,Novavax,123
BEL,2022/3/4,Oxford/AstraZeneca,2849224
BEL,2022/3/4,Pfizer/BioNTech,17556464
BEL,2022/3/11,Johnson&Johnson,427776
BEL,2022/3/11,Moderna,4285321
BEL,2022/3/11,Novavax,226
BEL,2022/3/11,Oxford/AstraZeneca,2849242
BEL,2022/3/11,Pfizer/BioNTech,17615707
BEL,2022/3/18,Johnson&Johnson,427866
BEL,2022/3/18,Moderna,4286891
BEL,2022/3/18,Novavax,397
BEL,2022/3/18,Oxford/AstraZeneca,2849248
BEL,2022/3/18,Pfizer/BioNTech,17655885
BEL,2022/3/25,Johnson&Johnson,427906
BEL,2022/3/25,Moderna,4287910
BEL,2022/3/25,Novavax,557
BEL,2022/3/25,Oxford/AstraZeneca,2849252
BEL,2022/3/25,Pfizer/BioNTech,17688720
BEL,2022/4/1,Johnson&Johnson,427928
BEL,2022/4/1,Moderna,4288455
BEL,2022/4/1,Novavax,785
BEL,2022/4/1,Pfizer/BioNTech,17717020
BEL,2022/4/8,Johnson&Johnson,427947
BEL,2022/4/8,Moderna,4288832
BEL,2022/4/8,Novavax,989
BEL,2022/4/8,Oxford/AstraZeneca,2849256
BEL,2022/4/8,Pfizer/BioNTech,17728298
BEL,2022/4/15,Johnson&Johnson,427994
BEL,2022/4/15,Moderna,4289183
BEL,2022/4/15,Novavax,1130
BEL,2022/4/15,Oxford/AstraZeneca,2849259
BEL,2022/4/15,Pfizer/BioNTech,17737361
BEL,2022/4/22,Johnson&Johnson,428034
BEL,2022/4/22,Moderna,4289464
BEL,2022/4/22,Novavax,1287
BEL,2022/4/22,Oxford/AstraZeneca,2849260
BEL,2022/4/22,Pfizer/BioNTech,17749322
BEL,2022/4/29,Johnson&Johnson,428071
BEL,2022/4/29,Moderna,4289793
BEL,2022/4/29,Novavax,1435
BEL,2022/4/29,Oxford/AstraZeneca,2849262
BEL,2022/4/29,Pfizer/BioNTech,17759715
BEL,2022/5/6,Johnson&Johnson,428102
BEL,2022/5/6,Moderna,4290131
BEL,2022/5/6,Novavax,1542
BEL,2022/5/6,Pfizer/BioNTech,17766879
BEL,2022/5/13,Johnson&Johnson,428134
BEL,2022/5/13,Moderna,4290404
BEL,2022/5/13,Novavax,1646
BEL,2022/5/13,Oxford/AstraZeneca,2849266
